Invoice Date,Product,Region,Retailer,Sales Method,State,Price per Unit,Total Sales,Units Sold
25-05-2021,Men's Street Footwear,West,West Gear,In-store,Oregon,50,2500,50
25-09-2021,Men's Street Footwear,West,West Gear,In-store,Oregon,50,2250,45
24-06-2021,Men's Street Footwear,West,West Gear,In-store,Oregon,55,4263,78
24-04-2021,Men's Street Footwear,West,West Gear,In-store,Oregon,55,2613,48
23-12-2021,Men's Street Footwear,West,West Gear,In-store,Oregon,65,4875,75
23-07-2021,Men's Street Footwear,West,West Gear,In-store,Oregon,85,7225,85
24-08-2021,Men's Street Footwear,West,West Gear,In-store,Oregon,90,7200,80
17-01-2021,Men's Street Footwear,West,West Gear,In-store,Oregon,35,1400,40
17-02-2021,Men's Street Footwear,West,West Gear,In-store,Oregon,35,1750,50
24-01-2021,Men's Street Footwear,West,West Gear,In-store,Utah,30,1050,35
24-02-2021,Men's Street Footwear,West,West Gear,In-store,Utah,30,1350,45
24-02-2021,Women's Apparel,West,West Gear,In-store,Oregon,40,1300,33
25-09-2021,Women's Apparel,West,West Gear,In-store,Oregon,45,1125,25
23-03-2021,Women's Apparel,West,West Gear,In-store,Oregon,50,1500,30
25-05-2021,Women's Apparel,West,West Gear,In-store,Oregon,60,3150,53
24-10-2021,Women's Apparel,West,West Gear,In-store,Oregon,60,2100,35
24-04-2021,Women's Apparel,West,West Gear,In-store,Oregon,65,1950,30
24-08-2021,Women's Apparel,West,West Gear,In-store,Oregon,75,1875,25
24-11-2021,Women's Apparel,West,West Gear,In-store,Oregon,80,4400,55
23-12-2021,Women's Apparel,West,West Gear,In-store,Oregon,85,4888,58
23-07-2021,Women's Apparel,West,West Gear,In-store,Oregon,105,6300,60
24-06-2021,Women's Apparel,West,West Gear,In-store,Oregon,105,7350,70
17-01-2021,Women's Apparel,West,West Gear,In-store,Oregon,45,2025,45
24-01-2021,Women's Apparel,West,West Gear,In-store,Utah,40,1600,40
24-02-2021,Women's Athletic Footwear,West,West Gear,In-store,Oregon,40,800,20
24-04-2021,Women's Athletic Footwear,West,West Gear,In-store,Oregon,45,1013,23
24-10-2021,Women's Athletic Footwear,West,West Gear,In-store,Oregon,45,1463,33
23-03-2021,Women's Athletic Footwear,West,West Gear,In-store,Oregon,50,1250,25
25-05-2021,Women's Athletic Footwear,West,West Gear,In-store,Oregon,50,1375,28
25-09-2021,Women's Athletic Footwear,West,West Gear,In-store,Oregon,50,1000,20
24-11-2021,Women's Athletic Footwear,West,West Gear,In-store,Oregon,55,2475,45
24-08-2021,Women's Athletic Footwear,West,West Gear,In-store,Oregon,70,2975,43
23-12-2021,Women's Athletic Footwear,West,West Gear,In-store,Oregon,70,3850,55
24-06-2021,Women's Athletic Footwear,West,West Gear,In-store,Oregon,80,4200,53
23-07-2021,Women's Athletic Footwear,West,West Gear,In-store,Oregon,85,4675,55
17-01-2021,Women's Athletic Footwear,West,West Gear,In-store,Oregon,45,1125,25
24-01-2021,Women's Athletic Footwear,West,West Gear,In-store,Utah,40,800,20
24-11-2021,Women's Street Footwear,West,West Gear,In-store,Oregon,45,2138,48
25-09-2021,Women's Street Footwear,West,West Gear,In-store,Oregon,50,1250,25
24-10-2021,Women's Street Footwear,West,West Gear,In-store,Oregon,50,1750,35
23-03-2021,Women's Street Footwear,West,West Gear,In-store,Oregon,55,1925,35
25-05-2021,Women's Street Footwear,West,West Gear,In-store,Oregon,55,1925,35
24-04-2021,Women's Street Footwear,West,West Gear,In-store,Oregon,60,1950,33
24-08-2021,Women's Street Footwear,West,West Gear,In-store,Oregon,70,4550,65
23-12-2021,Women's Street Footwear,West,West Gear,In-store,Oregon,70,3850,55
24-06-2021,Women's Street Footwear,West,West Gear,In-store,Oregon,80,5200,65
23-07-2021,Women's Street Footwear,West,West Gear,In-store,Oregon,90,5850,65
17-01-2021,Women's Street Footwear,West,West Gear,In-store,Oregon,45,1800,40
17-02-2021,Women's Street Footwear,West,West Gear,In-store,Oregon,45,1800,40
24-01-2021,Women's Street Footwear,West,West Gear,In-store,Utah,40,1400,35
24-02-2021,Women's Street Footwear,West,West Gear,In-store,Utah,40,1400,35
05-03-2021,Men's Apparel,Midwest,Foot Locker,In-store,Iowa,30,450,15
07-09-2021,Men's Apparel,Midwest,Foot Locker,In-store,Iowa,35,525,15
06-06-2021,Men's Apparel,Midwest,Foot Locker,In-store,Iowa,35,613,18
06-02-2021,Men's Apparel,Midwest,Foot Locker,In-store,Iowa,40,600,15
06-10-2021,Men's Apparel,Midwest,Foot Locker,In-store,Iowa,45,563,13
07-05-2021,Men's Apparel,Midwest,Foot Locker,In-store,Iowa,45,675,15
06-08-2021,Men's Apparel,Midwest,Foot Locker,In-store,Iowa,50,875,18
05-07-2021,Men's Apparel,Midwest,Foot Locker,In-store,Iowa,50,1000,20
06-04-2021,Men's Apparel,Midwest,Foot Locker,In-store,Iowa,60,750,13
18-01-2021,Men's Apparel,Midwest,Foot Locker,In-store,Michigan,40,1300,33
15-12-2021,Men's Apparel,Midwest,Foot Locker,In-store,Michigan,60,3300,55
19-09-2021,Men's Apparel,Midwest,Foot Locker,In-store,Missouri,25,688,28
18-10-2021,Men's Apparel,Midwest,Foot Locker,In-store,Missouri,35,788,23
18-08-2021,Men's Apparel,Midwest,Foot Locker,In-store,Missouri,35,1050,30
18-04-2021,Men's Apparel,Midwest,Foot Locker,In-store,Missouri,40,900,23
18-02-2021,Men's Apparel,Midwest,Foot Locker,In-store,Missouri,40,1300,33
18-06-2021,Men's Apparel,Midwest,Foot Locker,In-store,Missouri,40,1400,35
17-07-2021,Men's Apparel,Midwest,Foot Locker,In-store,Missouri,40,1500,38
19-05-2021,Men's Apparel,Midwest,Foot Locker,In-store,Missouri,45,1125,25
18-11-2021,Men's Apparel,Midwest,Foot Locker,In-store,Missouri,45,1350,30
17-03-2021,Men's Apparel,Midwest,Foot Locker,In-store,Missouri,45,1125,25
09-11-2021,Men's Apparel,Midwest,Foot Locker,In-store,North Dakota,60,900,15
08-12-2021,Men's Apparel,Midwest,Foot Locker,In-store,North Dakota,60,1200,20
06-01-2021,Men's Apparel,Midwest,Foot Locker,In-store,North Dakota,40,600,15
05-03-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Iowa,20,350,18
06-04-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Iowa,20,350,18
06-06-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Iowa,30,825,28
07-09-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Iowa,30,825,28
06-10-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Iowa,35,875,25
07-05-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Iowa,40,900,23
05-07-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Iowa,45,1350,30
06-08-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Iowa,45,1350,30
18-02-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Michigan,30,975,33
18-01-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Michigan,30,1275,43
18-10-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,25,875,35
18-11-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,25,875,35
18-04-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,30,825,28
18-06-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,30,1050,35
19-09-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,30,1200,40
17-03-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,35,1050,30
17-12-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,35,1575,45
19-05-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,35,1138,33
17-07-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,35,1750,50
18-08-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,40,1900,48
09-11-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,North Dakota,40,1000,25
08-12-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,North Dakota,50,1500,30
06-02-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,North Dakota,30,450,15
06-01-2021,Men's Athletic Footwear,Midwest,Foot Locker,In-store,North Dakota,30,750,25
05-03-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Iowa,20,940,47
06-04-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Iowa,20,950,48
07-09-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Iowa,35,1663,48
06-06-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Iowa,35,1838,53
06-10-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Iowa,45,1800,40
06-08-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Iowa,50,2625,53
05-07-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Iowa,50,2750,55
07-05-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Iowa,60,3120,52
18-01-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Michigan,30,1875,63
18-02-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Michigan,30,2025,68
18-11-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Missouri,35,1750,50
18-10-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Missouri,35,1838,53
18-04-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Missouri,35,2013,58
18-06-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Missouri,35,2100,60
19-09-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Missouri,35,2100,60
17-03-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Missouri,35,2170,62
19-05-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Missouri,40,2480,62
18-08-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Missouri,40,2800,70
17-07-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Missouri,40,3000,75
17-12-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,Missouri,45,2925,65
06-01-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,North Dakota,30,1350,45
06-02-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,North Dakota,30,1500,50
09-11-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,North Dakota,50,2000,40
08-12-2021,Men's Street Footwear,Midwest,Foot Locker,In-store,North Dakota,60,3000,50
06-02-2021,Women's Apparel,Midwest,Foot Locker,In-store,Iowa,15,375,25
05-03-2021,Women's Apparel,Midwest,Foot Locker,In-store,Iowa,20,500,25
07-09-2021,Women's Apparel,Midwest,Foot Locker,In-store,Iowa,40,900,23
07-05-2021,Women's Apparel,Midwest,Foot Locker,In-store,Iowa,50,1375,28
06-04-2021,Women's Apparel,Midwest,Foot Locker,In-store,Iowa,50,1250,25
06-06-2021,Women's Apparel,Midwest,Foot Locker,In-store,Iowa,55,1788,33
06-08-2021,Women's Apparel,Midwest,Foot Locker,In-store,Iowa,55,1925,35
05-07-2021,Women's Apparel,Midwest,Foot Locker,In-store,Iowa,55,2063,38
18-01-2021,Women's Apparel,Midwest,Foot Locker,In-store,Michigan,30,1275,43
15-12-2021,Women's Apparel,Midwest,Foot Locker,In-store,Michigan,65,4225,65
18-02-2021,Women's Apparel,Midwest,Foot Locker,In-store,Missouri,30,1200,40
18-04-2021,Women's Apparel,Midwest,Foot Locker,In-store,Missouri,30,1050,35
19-09-2021,Women's Apparel,Midwest,Foot Locker,In-store,Missouri,30,1050,35
17-03-2021,Women's Apparel,Midwest,Foot Locker,In-store,Missouri,35,1225,35
18-10-2021,Women's Apparel,Midwest,Foot Locker,In-store,Missouri,40,1400,35
18-08-2021,Women's Apparel,Midwest,Foot Locker,In-store,Missouri,40,1900,48
18-06-2021,Women's Apparel,Midwest,Foot Locker,In-store,Missouri,45,2363,53
17-07-2021,Women's Apparel,Midwest,Foot Locker,In-store,Missouri,45,2475,55
18-11-2021,Women's Apparel,Midwest,Foot Locker,In-store,Missouri,50,2000,40
19-05-2021,Women's Apparel,Midwest,Foot Locker,In-store,Missouri,50,1750,35
06-01-2021,Women's Apparel,Midwest,Foot Locker,In-store,North Dakota,30,750,25
09-10-2021,Women's Apparel,Midwest,Foot Locker,In-store,North Dakota,55,1375,25
09-11-2021,Women's Apparel,Midwest,Foot Locker,In-store,North Dakota,65,1625,25
08-12-2021,Women's Apparel,Midwest,Foot Locker,In-store,North Dakota,65,1950,30
05-03-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Iowa,15,150,10
06-04-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Iowa,15,150,10
06-02-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Iowa,25,188,8
07-09-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Iowa,25,375,15
06-06-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Iowa,25,438,18
07-05-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Iowa,35,438,13
06-10-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Iowa,35,438,13
05-07-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Iowa,40,700,18
06-08-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Iowa,40,800,20
15-12-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Michigan,50,2750,55
18-01-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Michigan,25,688,28
19-09-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,15,413,28
18-04-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,25,500,20
18-10-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,25,563,23
18-02-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,25,625,25
18-08-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,25,813,33
18-11-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,25,813,33
18-06-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,25,875,35
17-03-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,30,600,20
19-05-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,30,675,23
17-07-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,Missouri,30,1125,38
06-01-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,North Dakota,25,250,10
09-11-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,North Dakota,40,700,18
08-12-2021,Women's Athletic Footwear,Midwest,Foot Locker,In-store,North Dakota,50,1000,20
06-04-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Iowa,10,175,18
05-03-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Iowa,10,225,23
07-09-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Iowa,25,438,18
06-06-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Iowa,25,500,20
06-10-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Iowa,35,525,15
07-05-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Iowa,35,700,20
05-07-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Iowa,40,900,23
06-08-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Iowa,40,900,23
15-12-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Michigan,50,3000,60
18-02-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Michigan,20,750,38
18-01-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Michigan,20,850,43
19-09-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Missouri,15,450,30
18-04-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Missouri,20,550,28
18-10-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Missouri,25,625,25
18-11-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Missouri,25,738,30
17-03-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Missouri,25,875,35
18-06-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Missouri,25,938,38
19-05-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Missouri,30,900,30
17-07-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Missouri,30,1275,43
18-08-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,Missouri,35,1400,40
06-02-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,North Dakota,20,400,20
06-01-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,North Dakota,20,500,25
09-11-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,North Dakota,40,780,20
08-12-2021,Women's Street Footwear,Midwest,Foot Locker,In-store,North Dakota,50,1250,25
15-03-2021,Men's Apparel,Midwest,Sports Direct,In-store,Michigan,45,1688,38
17-02-2021,Men's Apparel,Midwest,Sports Direct,In-store,Michigan,45,2025,45
15-09-2021,Men's Apparel,Midwest,Sports Direct,In-store,Michigan,45,2138,48
16-08-2021,Men's Apparel,Midwest,Sports Direct,In-store,Michigan,45,2250,50
16-04-2021,Men's Apparel,Midwest,Sports Direct,In-store,Michigan,50,2000,40
17-10-2021,Men's Apparel,Midwest,Sports Direct,In-store,Michigan,50,2000,40
15-05-2021,Men's Apparel,Midwest,Sports Direct,In-store,Michigan,55,2613,48
16-11-2021,Men's Apparel,Midwest,Sports Direct,In-store,Michigan,60,2700,45
17-06-2021,Men's Apparel,Midwest,Sports Direct,In-store,Michigan,60,3150,53
15-07-2021,Men's Apparel,Midwest,Sports Direct,In-store,Michigan,60,3300,55
10-09-2021,Men's Apparel,Midwest,Sports Direct,In-store,North Dakota,40,600,15
09-06-2021,Men's Apparel,Midwest,Sports Direct,In-store,North Dakota,40,700,18
10-05-2021,Men's Apparel,Midwest,Sports Direct,In-store,North Dakota,50,625,13
09-10-2021,Men's Apparel,Midwest,Sports Direct,In-store,North Dakota,50,625,13
09-08-2021,Men's Apparel,Midwest,Sports Direct,In-store,North Dakota,50,875,18
08-07-2021,Men's Apparel,Midwest,Sports Direct,In-store,North Dakota,50,1000,20
09-04-2021,Men's Apparel,Midwest,Sports Direct,In-store,North Dakota,60,600,10
15-03-2021,Men's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,35,1575,45
16-04-2021,Men's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,40,1700,43
17-10-2021,Men's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,40,2300,58
15-09-2021,Men's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,40,2400,60
16-11-2021,Men's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,45,2250,50
15-05-2021,Men's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,50,2500,50
17-06-2021,Men's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,50,2875,58
15-12-2021,Men's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,50,3250,65
15-07-2021,Men's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,55,3575,65
16-08-2021,Men's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,55,3575,65
09-06-2021,Men's Athletic Footwear,Midwest,Sports Direct,In-store,North Dakota,35,875,25
10-09-2021,Men's Athletic Footwear,Midwest,Sports Direct,In-store,North Dakota,35,963,28
09-10-2021,Men's Athletic Footwear,Midwest,Sports Direct,In-store,North Dakota,40,1000,25
10-05-2021,Men's Athletic Footwear,Midwest,Sports Direct,In-store,North Dakota,45,900,20
08-07-2021,Men's Athletic Footwear,Midwest,Sports Direct,In-store,North Dakota,45,1350,30
09-08-2021,Men's Athletic Footwear,Midwest,Sports Direct,In-store,North Dakota,45,1350,30
16-04-2021,Men's Street Footwear,Midwest,Sports Direct,In-store,Michigan,35,2538,73
15-03-2021,Men's Street Footwear,Midwest,Sports Direct,In-store,Michigan,35,2695,77
15-09-2021,Men's Street Footwear,Midwest,Sports Direct,In-store,Michigan,45,3600,80
15-05-2021,Men's Street Footwear,Midwest,Sports Direct,In-store,Michigan,50,3975,80
16-11-2021,Men's Street Footwear,Midwest,Sports Direct,In-store,Michigan,50,3375,68
17-10-2021,Men's Street Footwear,Midwest,Sports Direct,In-store,Michigan,50,3750,75
17-06-2021,Men's Street Footwear,Midwest,Sports Direct,In-store,Michigan,55,4538,83
15-12-2021,Men's Street Footwear,Midwest,Sports Direct,In-store,Michigan,60,5100,85
16-08-2021,Men's Street Footwear,Midwest,Sports Direct,In-store,Michigan,60,5250,88
15-07-2021,Men's Street Footwear,Midwest,Sports Direct,In-store,Michigan,60,5400,90
10-09-2021,Men's Street Footwear,Midwest,Sports Direct,In-store,North Dakota,40,1900,48
09-06-2021,Men's Street Footwear,Midwest,Sports Direct,In-store,North Dakota,40,2000,50
09-10-2021,Men's Street Footwear,Midwest,Sports Direct,In-store,North Dakota,50,2000,40
09-08-2021,Men's Street Footwear,Midwest,Sports Direct,In-store,North Dakota,50,2625,53
08-07-2021,Men's Street Footwear,Midwest,Sports Direct,In-store,North Dakota,50,2750,55
10-05-2021,Men's Street Footwear,Midwest,Sports Direct,In-store,North Dakota,60,2970,50
15-03-2021,Women's Apparel,Midwest,Sports Direct,In-store,Michigan,35,1663,48
17-02-2021,Women's Apparel,Midwest,Sports Direct,In-store,Michigan,35,1925,55
16-04-2021,Women's Apparel,Midwest,Sports Direct,In-store,Michigan,40,2100,53
15-09-2021,Women's Apparel,Midwest,Sports Direct,In-store,Michigan,50,2875,58
16-08-2021,Women's Apparel,Midwest,Sports Direct,In-store,Michigan,50,3375,68
17-10-2021,Women's Apparel,Midwest,Sports Direct,In-store,Michigan,55,2888,53
15-05-2021,Women's Apparel,Midwest,Sports Direct,In-store,Michigan,60,3450,58
16-11-2021,Women's Apparel,Midwest,Sports Direct,In-store,Michigan,65,4063,63
17-06-2021,Women's Apparel,Midwest,Sports Direct,In-store,Michigan,65,4388,68
15-07-2021,Women's Apparel,Midwest,Sports Direct,In-store,Michigan,65,4713,73
10-09-2021,Women's Apparel,Midwest,Sports Direct,In-store,North Dakota,45,1013,23
09-04-2021,Women's Apparel,Midwest,Sports Direct,In-store,North Dakota,50,1125,23
10-05-2021,Women's Apparel,Midwest,Sports Direct,In-store,North Dakota,55,1375,25
09-06-2021,Women's Apparel,Midwest,Sports Direct,In-store,North Dakota,55,1788,33
09-08-2021,Women's Apparel,Midwest,Sports Direct,In-store,North Dakota,55,1925,35
08-07-2021,Women's Apparel,Midwest,Sports Direct,In-store,North Dakota,55,2063,38
15-03-2021,Women's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,30,975,33
17-02-2021,Women's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,30,1125,38
16-04-2021,Women's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,35,1313,38
15-09-2021,Women's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,35,1663,48
16-08-2021,Women's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,35,1838,53
17-10-2021,Women's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,40,1600,40
15-05-2021,Women's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,45,2025,45
17-06-2021,Women's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,45,2363,53
16-11-2021,Women's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,45,2138,48
15-07-2021,Women's Athletic Footwear,Midwest,Sports Direct,In-store,Michigan,50,2625,53
10-09-2021,Women's Athletic Footwear,Midwest,Sports Direct,In-store,North Dakota,30,450,15
09-06-2021,Women's Athletic Footwear,Midwest,Sports Direct,In-store,North Dakota,30,525,18
10-05-2021,Women's Athletic Footwear,Midwest,Sports Direct,In-store,North Dakota,40,400,10
09-10-2021,Women's Athletic Footwear,Midwest,Sports Direct,In-store,North Dakota,40,500,13
08-07-2021,Women's Athletic Footwear,Midwest,Sports Direct,In-store,North Dakota,40,700,18
09-08-2021,Women's Athletic Footwear,Midwest,Sports Direct,In-store,North Dakota,40,800,20
15-03-2021,Women's Street Footwear,Midwest,Sports Direct,In-store,Michigan,25,1188,48
16-04-2021,Women's Street Footwear,Midwest,Sports Direct,In-store,Michigan,30,1350,45
15-09-2021,Women's Street Footwear,Midwest,Sports Direct,In-store,Michigan,35,1750,50
17-10-2021,Women's Street Footwear,Midwest,Sports Direct,In-store,Michigan,40,1700,43
15-05-2021,Women's Street Footwear,Midwest,Sports Direct,In-store,Michigan,45,2138,48
17-06-2021,Women's Street Footwear,Midwest,Sports Direct,In-store,Michigan,45,2475,55
16-08-2021,Women's Street Footwear,Midwest,Sports Direct,In-store,Michigan,45,2588,58
16-11-2021,Women's Street Footwear,Midwest,Sports Direct,In-store,Michigan,45,2003,45
15-07-2021,Women's Street Footwear,Midwest,Sports Direct,In-store,Michigan,50,2875,58
10-09-2021,Women's Street Footwear,Midwest,Sports Direct,In-store,North Dakota,30,525,18
09-06-2021,Women's Street Footwear,Midwest,Sports Direct,In-store,North Dakota,30,600,20
09-10-2021,Women's Street Footwear,Midwest,Sports Direct,In-store,North Dakota,40,600,15
10-05-2021,Women's Street Footwear,Midwest,Sports Direct,In-store,North Dakota,40,700,18
08-07-2021,Women's Street Footwear,Midwest,Sports Direct,In-store,North Dakota,40,900,23
09-08-2021,Women's Street Footwear,Midwest,Sports Direct,In-store,North Dakota,40,900,23
11-09-2021,Men's Apparel,Midwest,West Gear,In-store,Indiana,35,525,15
09-03-2021,Men's Apparel,Midwest,West Gear,In-store,Indiana,35,613,18
10-06-2021,Men's Apparel,Midwest,West Gear,In-store,Indiana,40,700,18
10-10-2021,Men's Apparel,Midwest,West Gear,In-store,Indiana,45,675,15
10-02-2021,Men's Apparel,Midwest,West Gear,In-store,Indiana,45,900,20
11-05-2021,Men's Apparel,Midwest,West Gear,In-store,Indiana,45,900,20
10-08-2021,Men's Apparel,Midwest,West Gear,In-store,Indiana,50,875,18
09-07-2021,Men's Apparel,Midwest,West Gear,In-store,Indiana,55,1100,20
10-11-2021,Men's Apparel,Midwest,West Gear,In-store,Indiana,60,1500,25
09-12-2021,Men's Apparel,Midwest,West Gear,In-store,Indiana,60,1800,30
10-04-2021,Men's Apparel,Midwest,West Gear,In-store,Indiana,65,975,15
17-01-2021,Men's Apparel,Midwest,West Gear,In-store,Indiana,45,900,20
03-01-2021,Men's Apparel,Midwest,West Gear,In-store,Iowa,40,600,15
06-11-2021,Men's Apparel,Midwest,West Gear,In-store,Iowa,60,1050,18
05-12-2021,Men's Apparel,Midwest,West Gear,In-store,Iowa,60,1350,23
11-01-2021,Men's Apparel,Midwest,West Gear,In-store,Missouri,35,1313,38
17-12-2021,Men's Apparel,Midwest,West Gear,In-store,Missouri,45,1575,35
10-01-2021,Men's Apparel,Midwest,West Gear,In-store,Wisconsin,45,900,20
02-03-2021,Men's Apparel,Midwest,West Gear,In-store,Wisconsin,30,375,13
04-09-2021,Men's Apparel,Midwest,West Gear,In-store,Wisconsin,35,438,13
03-06-2021,Men's Apparel,Midwest,West Gear,In-store,Wisconsin,35,613,18
03-02-2021,Men's Apparel,Midwest,West Gear,In-store,Wisconsin,40,600,15
03-10-2021,Men's Apparel,Midwest,West Gear,In-store,Wisconsin,45,563,13
04-05-2021,Men's Apparel,Midwest,West Gear,In-store,Wisconsin,45,788,18
03-08-2021,Men's Apparel,Midwest,West Gear,In-store,Wisconsin,50,875,18
02-07-2021,Men's Apparel,Midwest,West Gear,In-store,Wisconsin,50,1000,20
03-04-2021,Men's Apparel,Midwest,West Gear,In-store,Wisconsin,60,600,10
03-11-2021,Men's Apparel,Midwest,West Gear,In-store,Wisconsin,60,1200,20
